"ID";"HUMEDAD";"LUMINOSIDAD";"NITROGENO";"POTASIO";"FOSFORO";"ACIDEZ";"TEMP"
"13874";"74,8909";"14,3749";"4,8053";"471,825";"24,8359";"1,38228";"16,2109"
"13875";"76,7889";"1,19719";"0,526328";"148,862";"374,801";"2,01529";"0,252051"
"13876";"105,846";"0,737027";"2,83361";"107,495";"56,1539";"8,96396";"1,19119"
"13877";"92,0882";"15,421";"0,289129";"432,757";"211,095";"2,07886";"26,8941"
"13878";"99,9547";"9,88939";"0,083584";"276,28";"263,613";"1,09704";"37,6701"
"13879";"3,27892";"10,3205";"4,61867";"437,368";"8,36501";"1,10282";"31,8438"
"13880";"0,682522";"7,4459";"5,09875";"348,677";"398,883";"5,0531";"27,2885"
"13881";"95,314";"15,795";"2,69987";"115,214";"160,011";"0,434974";"23,655"
"13882";"53,5518";"10,5482";"2,42589";"232,119";"121,907";"8,21864";"42,926"
"13883";"2,50617";"10,8854";"0,128275";"458,145";"363,656";"6,23424";"4,46862"
"13884";"70,2434";"0,920073";"1,65011";"95,5551";"242,746";"4,73882";"35,6594"
"13885";"42,1274";"15,3615";"0,498314";"271,864";"181,956";"4,83271";"25,4475"
"13886";"71,8002";"0,797923";"1,6153";"201,596";"217,402";"9,63345";"26,1829"
"13887";"105,58";"11,7464";"1,16364";"423,478";"367,076";"1,97036";"12,2275"
"13888";"10,9212";"6,05548";"2,78996";"264,764";"252,77";"0,389815";"18,4234"
"13889";"5,61871";"3,91706";"5,92074";"92,3309";"159,825";"6,20222";"4,50641"
"13890";"41,9346";"8,73341";"3,09912";"106,728";"315,859";"7,05765";"29,8799"
"13891";"89,2547";"15,538";"5,65541";"229,87";"358,503";"2,72986";"33,5558"
"13892";"92,8006";"3,8544";"4,02205";"440,028";"171,138";"9,79495";"13,662"
"13893";"11,9389";"15,567";"3,77784";"318,979";"73,1669";"2,59006";"40,2517"
"13894";"91,4978";"4,06837";"4,30775";"101,468";"249,015";"7,52434";"41,4656"
"13895";"12,2918";"7,90848";"0,27941";"360,185";"243,653";"9,08638";"35,5098"
"13896";"71,0245";"1,01024";"5,07105";"444,598";"361,247";"0,994376";"37,1176"
"13897";"95,9568";"15,2811";"1,03943";"143,074";"212,474";"1,22951";"48,4321"
"13898";"35,3504";"7,95205";"2,68841";"51,139";"99,2957";"7,83303";"44,6574"
"13899";"25,9776";"14,3439";"3,91168";"264,948";"256,12";"4,96746";"36,0449"
"13900";"64,4978";"11,4164";"3,67193";"123,624";"301,781";"4,90021";"0,023804"
"13901";"75,183";"5,66502";"4,8733";"285,676";"318,26";"9,6187";"7,7163"
"13902";"28,2735";"2,88926";"0,171853";"209,685";"124,086";"0,298106";"27,3723"
"13903";"39,3042";"4,12934";"3,26893";"442,162";"107,576";"3,20036";"14,4508"
"13904";"64,7844";"6,37329";"4,43953";"90,1526";"82,9448";"7,88201";"11,7765"
"13905";"4,22882";"8,88928";"0,970594";"126,837";"112,686";"4,03315";"29,8104"
"13906";"95,0651";"5,01748";"1,56947";"389,03";"35,4038";"9,78092";"5,82223"
"13907";"83,8134";"15,747";"2,87294";"181,299";"321,755";"7,28418";"4,16153"
"13908";"28,2105";"3,99598";"0,963972";"150,457";"102,497";"7,54137";"19,2321"
"13909";"12,645";"16,4457";"5,77705";"100,713";"379,206";"7,82778";"11,7486"
"13910";"70,2103";"12,6656";"4,19";"272,794";"359,895";"3,95813";"16,3991"
"13911";"31,2421";"1,37932";"4,57339";"361,582";"332,215";"1,12705";"15,3496"
"13912";"44,9923";"4,27014";"1,05403";"424,148";"77,6382";"5,51772";"41,5104"
"13913";"101,416";"12,0002";"4,97696";"182,008";"250,443";"2,76701";"32,7096"
"13914";"108,791";"15,4811";"3,66639";"269,108";"104,779";"7,61935";"16,0772"
"13915";"62,2004";"9,80594";"2,60017";"161,074";"177,027";"5,66084";"45,4722"
"13916";"43,6845";"12,8982";"2,90224";"349,497";"121,329";"5,68684";"40,0678"
"13917";"8,35437";"9,83029";"1,16184";"180,039";"308,604";"9,19101";"32,0745"
"13918";"16,26";"3,48238";"3,93125";"425,522";"32,319";"4,08245";"4,91567"
"13919";"81,432";"5,38088";"5,66828";"107,245";"171,604";"0,457318";"49,5271"
"13920";"55,8657";"3,20052";"4,47202";"186,271";"99,3134";"0,648003";"47,2807"
"13921";"74,2618";"5,65863";"3,62182";"317,664";"13,6848";"8,27449";"18,0711"
"13922";"3,09643";"3,49699";"5,57218";"404,218";"333,653";"3,68456";"14,2139"
"13923";"0,242393";"3,01984";"0,889309";"390,714";"30,1728";"3,01582";"31,8963"
"13924";"22,1143";"15,6519";"3,35844";"452,158";"1,07812";"6,99936";"15,248"
"13925";"48,5655";"14,9064";"2,75508";"71,6342";"198,167";"2,47656";"48,7264"
"13926";"88,9722";"1,59978";"5,65862";"86,0162";"120,586";"2,58709";"5,94487"
"13927";"64,7054";"13,64";"3,16909";"207,885";"13,0671";"5,13125";"33,5719"
"13928";"47,6214";"17,9076";"4,50259";"171,892";"228,644";"9,94813";"41,971"
"13929";"86,9628";"13,7551";"4,45836";"450,744";"7,16284";"4,75509";"39,5221"
"13930";"55,1402";"0,205547";"5,93734";"400,209";"191,961";"8,93176";"43,7782"
"13931";"55,4955";"13,4369";"0,552697";"5,13301";"228,023";"8,27864";"0,031723"
"13932";"62,6625";"15,0346";"2,06254";"90,9955";"109,834";"2,77193";"31,2982"
"13933";"52,1632";"11,4191";"4,7515";"480,413";"300,102";"4,71406";"38,5357"
"13934";"3,14953";"9,66226";"4,02409";"49,443";"124,631";"4,76778";"40,3516"
"13935";"107,977";"7,61296";"0,536011";"199,525";"133,226";"7,31558";"43,3218"
"13936";"44,8583";"12,0805";"0,383011";"55,8767";"371,073";"1,69907";"48,5664"
"13937";"50,3101";"1,89516";"5,17641";"408,398";"285,628";"8,6814";"4,3132"
"13938";"77,1094";"6,08293";"1,32899";"175,834";"147,873";"9,64202";"30,2753"
"13939";"42,7081";"8,45748";"1,2575";"269,585";"90,6517";"6,17965";"21,2699"
"13940";"95,2296";"3,06543";"2,61498";"334,711";"324,723";"3,1151";"7,23981"
"13941";"46,8106";"10,0374";"5,22639";"74,9934";"267,042";"8,06223";"40,0222"
"13942";"6,5353";"10,6228";"5,11968";"390,949";"223,096";"8,76487";"6,72313"
"13943";"12,7896";"0,664706";"0,560595";"334,245";"252,02";"5,72779";"16,8726"
"13944";"0,375347";"7,70253";"4,87355";"18,9337";"197,562";"4,64883";"0,79157"
"13945";"84,8928";"10,3613";"4,34505";"378,757";"97,5376";"3,78598";"48,5324"
"13946";"83,8286";"1,60409";"2,46417";"131,698";"98,2579";"5,86066";"5,21414"
"13947";"64,4011";"17,5619";"2,18746";"204,526";"46,5504";"3,11001";"27,0301"
"13948";"34,1069";"2,27543";"2,33706";"105,902";"6,81272";"2,402";"29,1621"
"13949";"58,7756";"4,15923";"4,67338";"254,557";"285,658";"1,57959";"41,0258"
"13950";"65,3938";"16,251";"3,72869";"323,04";"240,389";"2,65132";"9,32873"
"13951";"9,22353";"4,76413";"2,04472";"363,896";"225,988";"3,59587";"4,7564"
"13952";"82,5416";"17,4267";"5,01172";"109,602";"160,383";"0,737893";"28,0935"
"13953";"18,2363";"4,22724";"0,521855";"337,834";"311,236";"6,70648";"23,5498"
"13954";"23,2399";"16,3878";"3,45753";"37,5575";"89,8465";"2,72344";"48,1914"
"13955";"41,8465";"8,92885";"5,68759";"446,289";"92,9512";"7,92948";"1,42509"
"13956";"92,1101";"3,08139";"3,661";"431,376";"208,314";"9,68999";"39,482"
"13957";"13,9171";"8,92673";"0,563398";"301,251";"318,342";"0,181096";"47,1328"
"13958";"102,586";"4,55772";"1,82423";"273,843";"70,3598";"9,38548";"5,85009"
"13959";"102,143";"3,16316";"3,43964";"252,494";"45,4721";"6,54971";"25,8276"
"13960";"24,5465";"4,4855";"3,70848";"3,84407";"178,78";"8,29182";"49,8661"
"13961";"82,9621";"4,05527";"0,213406";"325,639";"141,773";"8,36716";"34,9867"
"13962";"15,3592";"8,21104";"1,22396";"445,581";"35,2448";"4,4079";"15,5798"
"13963";"27,0085";"1,31345";"2,91352";"206,517";"42,8047";"3,55754";"49,57"
"13964";"108,264";"9,59382";"2,89001";"356,725";"313,519";"7,74062";"16,2502"
"13965";"12,1363";"6,91723";"2,86286";"430,685";"140,628";"5,02355";"25,0176"
"13966";"27,0192";"8,93225";"1,77711";"310,536";"152,273";"7,01412";"24,4075"
"13967";"106,962";"10,1692";"0,475567";"106,994";"36,8487";"6,35201";"9,75136"
"13968";"76,6268";"5,31274";"5,76178";"76,2547";"170,653";"5,75086";"25,8886"
"13969";"19,9929";"11,3068";"3,00738";"435,309";"334,175";"8,83239";"48,2546"
"13970";"33,9122";"1,32726";"0,308135";"310,911";"300,296";"3,90431";"10,2867"
"13971";"14,7656";"4,40674";"5,8745";"417,919";"47,8309";"8,64959";"9,44499"
"13972";"49,5397";"9,56899";"5,8424";"260,023";"211,25";"8,22999";"7,5795"
"13973";"66,8135";"13,8337";"5,51937";"94,4123";"357,549";"8,36182";"43,6782"
"13974";"89,7045";"0,891514";"1,58642";"42,4346";"268,269";"4,03458";"45,8279"
"13975";"99,5322";"14,3812";"3,00555";"55,7831";"156,899";"3,77708";"28,9311"
"13976";"67,1868";"7,94219";"0,697012";"150,33";"10,0683";"3,75925";"14,1991"
"13977";"90,3116";"14,784";"5,39014";"85,4453";"389,637";"8,0723";"4,6502"
"13978";"2,83233";"16,4529";"4,29119";"69,3999";"304,88";"4,13614";"13,0364"
"13979";"96,045";"11,567";"3,2323";"254,814";"73,6399";"7,52822";"10,0569"
"13980";"101,035";"10,7927";"1,92995";"274,38";"130,994";"9,33683";"48,7912"
"13981";"106,469";"5,66824";"5,77224";"410,614";"83,9743";"1,79715";"48,2556"
"13982";"73,5768";"12,1703";"1,17281";"270,904";"43,3159";"3,13035";"8,3299"
"13983";"21,7835";"9,10325";"0,728696";"291,702";"203,292";"9,17143";"14,1023"
"13984";"60,7481";"17,1872";"3,46253";"226,913";"315,359";"9,33553";"44,4646"
"13985";"85,7223";"13,106";"4,46244";"462,289";"320,492";"4,62174";"36,8803"
"13986";"104,636";"6,17769";"3,51097";"123,485";"220,191";"1,6111";"30,643"
"13987";"50,0089";"7,09554";"5,26645";"94,599";"305,766";"4,48496";"45,4023"
"13988";"52,4798";"13,7079";"0,468797";"419,909";"316,997";"1,06109";"27,6033"
"13989";"56,9366";"14,1053";"0,36733";"442,689";"215,976";"3,82151";"15,7359"
"13990";"51,2789";"8,45345";"3,84825";"247,899";"54,7414";"5,90211";"19,3005"
"13991";"12,335";"7,4811";"1,97027";"150,883";"278,605";"3,15777";"26,7545"
"13992";"83,3644";"1,49727";"0,331686";"17,4513";"387,181";"3,18086";"3,57937"
"13993";"102,421";"1,79763";"1,14455";"333,345";"31,518";"4,0754";"12,3212"
"13994";"35,3224";"8,98339";"0,70569";"303,46";"290,767";"8,07771";"37,3129"
"13995";"4,22316";"15,7182";"0,717945";"138,958";"303,264";"4,69053";"21,3659"
"13996";"22,1644";"4,34644";"0,59261";"21,4361";"132,099";"2,29468";"35,2281"
"13997";"96,4558";"16,4524";"4,20914";"185,793";"339,174";"4,23435";"10,6845"
"13998";"90,3583";"5,3955";"4,4199";"264,657";"286,374";"0,443913";"48,1911"
"13999";"60,519";"9,05247";"5,41034";"364,11";"55,4073";"8,8412";"46,3456"
"14000";"82,5566";"6,84682";"0,919733";"242,33";"265,108";"6,38206";"22,4539"
"14001";"22,2983";"4,33356";"3,65198";"349,996";"289,751";"8,43121";"1,08165"
"14002";"71,071";"6,77429";"2,35301";"286,683";"103,235";"9,66595";"10,4617"
"14003";"65,8472";"14,9739";"1,87751";"187,778";"108,619";"2,34836";"26,0101"
"14004";"20,1969";"10,6617";"5,99367";"347,56";"197,824";"3,1621";"11,1408"
"14005";"72,2119";"11,4293";"4,22269";"15,194";"116,302";"5,36047";"2,41744"
"14006";"58,8377";"1,97627";"2,31322";"250,655";"54,3892";"2,9836";"31,9896"
"14007";"3,04132";"3,7677";"4,08752";"342,416";"116,201";"9,34437";"8,01679"
"14008";"33,3781";"1,22878";"5,62667";"296,721";"134,425";"7,59577";"42,0059"
"14009";"100,144";"14,6785";"3,05114";"46,6599";"227,563";"3,5406";"11,7027"
"14010";"49,5313";"10,6412";"4,77911";"373,651";"346,491";"4,16677";"15,2587"
"14011";"55,9677";"12,4049";"1,03142";"474,438";"111,39";"9,93643";"14,8295"
"14012";"27,237";"4,82219";"4,3489";"411,601";"52,8645";"6,33255";"13,8016"
"14013";"18,7188";"15,4225";"2,07729";"491,08";"33,5899";"6,15407";"44,1096"
"14014";"12,0338";"4,45318";"3,68808";"360,945";"39,7884";"6,42492";"24,7801"
"14015";"19,4844";"15,7376";"4,32912";"449,583";"272,559";"2,14646";"26,729"
"14016";"31,761";"5,89951";"2,02529";"79,8183";"175,161";"1,33939";"20,7052"
"14017";"19,8529";"10,5229";"0,265264";"480,039";"305,938";"3,56605";"34,7065"
"14018";"29,9597";"15,3583";"3,61892";"392,328";"36,9145";"4,99619";"18,6676"
"14019";"55,4119";"16,0783";"5,19225";"176,322";"180,974";"4,8733";"29,7008"
"14020";"55,836";"10,5971";"3,33906";"140,775";"41,8368";"9,23646";"4,82554"
"14021";"103,132";"16,5627";"5,71918";"187,695";"350,598";"5,33687";"23,9047"
"14022";"35,4442";"17,2795";"5,61848";"57,2895";"185,922";"3,19747";"39,3302"
"14023";"50,8757";"6,17876";"5,01868";"64,8524";"263,603";"7,07252";"34,3176"
"14024";"27,3365";"3,50654";"0,873644";"359,917";"391,842";"7,03076";"36,4273"
"14025";"65,4959";"2,5222";"3,17565";"214,43";"208,835";"3,18364";"31,1294"
"14026";"29,9239";"14,4844";"4,0341";"481,332";"75,4562";"3,87487";"11,0041"
"14027";"0,745575";"5,09938";"3,83656";"52,3727";"63,5744";"7,05607";"40,0025"
"14028";"68,0164";"12,2958";"5,5232";"454,086";"369,877";"3,61112";"49,1581"
"14029";"96,8647";"2,1896";"0,671859";"293,735";"378,528";"4,08925";"26,8927"
"14030";"51,3799";"15,7126";"4,03066";"297,432";"75,6447";"7,97453";"23,8301"
"14031";"21,6982";"15,9028";"3,88105";"141,683";"379,651";"8,4344";"42,9104"
"14032";"69,8449";"14,5571";"2,95918";"367,994";"43,6503";"7,55156";"8,69383"
"14033";"70,1413";"0,365876";"3,43841";"91,5731";"59,8316";"9,77734";"29,347"
"14034";"55,2063";"2,37558";"4,17335";"294,037";"124,997";"2,92045";"24,4212"
"14035";"33,1709";"10,027";"4,82711";"350,68";"303,29";"3,93044";"14,7424"
"14036";"64,1103";"14,6386";"5,6738";"204,287";"266,813";"7,07832";"25,9398"
"14037";"16,2453";"2,53587";"4,48576";"13,5846";"360,221";"1,46289";"47,8052"
"14038";"51,5693";"12,922";"2,21902";"72,4567";"83,7221";"2,3994";"43,523"
"14039";"16,3918";"2,13109";"4,12107";"122,273";"338,922";"9,80888";"14,929"
"14040";"54,3587";"12,6171";"0,657376";"191,564";"117,486";"9,75772";"22,4839"
"14041";"27,5808";"16,3149";"1,19068";"194,97";"140,607";"6,86298";"14,6804"
"14042";"1,60158";"2,29269";"1,98016";"111,577";"258,568";"8,7115";"43,0819"
"14043";"62,4461";"6,80376";"5,69463";"199,276";"313,359";"2,07213";"35,9174"
"14044";"8,01148";"6,15589";"1,51159";"242,804";"129,153";"0,906513";"37,3755"
"14045";"53,947";"7,94444";"5,46399";"322,452";"297,317";"0,272579";"36,3209"
"14046";"5,18355";"17,9471";"0,624169";"42,4651";"324,365";"8,2309";"28,9347"
"14047";"18,3733";"12,7714";"0,456494";"121,022";"70,5265";"1,0054";"13,3999"
"14048";"43,8043";"13,9872";"0,982372";"197,469";"53,435";"1,12417";"20,402"
"14049";"109,976";"16,819";"2,65877";"217,732";"152,584";"7,03997";"2,97498"
"14050";"17,2382";"10,6858";"0,283301";"371,552";"291,212";"1,06888";"33,1148"
"14051";"81,1306";"9,15103";"5,31664";"225,321";"150,128";"0,524139";"43,4413"
"14052";"16,8629";"11,7901";"4,70829";"266,368";"282,162";"2,42965";"9,39363"
"14053";"6,04231";"4,1606";"0,245104";"481,995";"54,241";"2,19812";"9,7457"
"14054";"9,4351";"17,8061";"3,48922";"333,905";"238,274";"9,02095";"34,6401"
"14055";"21,9892";"0,716609";"2,56191";"377,519";"315,547";"2,08847";"49,4924"
"14056";"83,2846";"16,1801";"1,85074";"215,438";"45,0287";"6,81761";"27,4363"
"14057";"26,3906";"6,92648";"2,90963";"204,857";"386,229";"9,40242";"38,897"
"14058";"68,4363";"5,73527";"1,38648";"176,579";"249,655";"8,42144";"15,1293"
"14059";"39,5138";"8,47331";"4,84854";"341,944";"149,332";"0,771912";"13,2265"
"14060";"86,5192";"6,5641";"1,19341";"491,018";"142,91";"3,51805";"31,7994"
"14061";"36,2382";"12,4962";"5,46208";"419,647";"310,221";"7,32908";"42,6174"
"14062";"4,66229";"13,8728";"1,76618";"214,652";"388,822";"4,04589";"25,7321"
"14063";"63,9255";"15,2558";"5,2158";"274,017";"306,295";"0,25255";"30,1392"
"14064";"18,5836";"1,95529";"4,16575";"406,121";"272,727";"7,57009";"23,1256"
"14065";"5,90346";"6,08287";"5,46106";"485,421";"250,072";"5,38687";"6,17334"
"14066";"52,4463";"5,47501";"1,83517";"397,021";"81,5589";"7,63585";"0,018153"
"14067";"11,7765";"5,02326";"5,49767";"185,504";"171,205";"0,013865";"6,62996"
"14068";"55,031";"15,78";"2,95912";"388,657";"27,3259";"3,08377";"27,0587"
"14069";"40,8018";"17,262";"0,103815";"464,415";"134,307";"5,708";"46,1483"
"14070";"100,037";"17,5769";"2,16612";"444,553";"16,1455";"0,545003";"29,9154"
"14071";"26,7834";"3,56383";"4,48083";"136,689";"10,5895";"8,0698";"36,3951"
"14072";"33,3471";"5,1243";"0,846053";"385,436";"252,911";"2,15276";"11,4195"
"14073";"60,0523";"4,68915";"5,9442";"96,495";"186,814";"5,72874";"46,9401"
"14074";"10,1438";"15,1649";"0,87554";"407,647";"88,7255";"6,18619";"35,6428"
"14075";"70,7455";"5,63718";"3,41278";"484,886";"23,887";"7,01103";"1,63988"
"14076";"22,4482";"3,38566";"4,49258";"459,762";"91,4096";"4,24931";"29,0924"
"14077";"0,442323";"3,1988";"4,36498";"331,473";"393,085";"9,46227";"28,7569"
"14078";"20,1349";"10,2329";"4,13259";"70,5384";"259,175";"2,87424";"19,3371"
"14079";"52,8959";"4,7298";"3,81137";"128,396";"49,4283";"5,22019";"48,5536"
"14080";"97,6782";"5,31884";"0,663054";"94,0023";"272,954";"4,68791";"46,9719"
"14081";"92,3771";"0,032451";"3,50275";"466,638";"200,539";"8,802";"4,25037"
"14082";"94,0486";"11,0136";"3,45421";"194,016";"125,634";"5,90918";"47,2963"
"14083";"66,842";"11,2112";"1,37162";"494,031";"357,273";"1,60548";"1,66939"
"14084";"79,142";"8,86083";"3,35226";"304,685";"293,151";"8,56388";"27,2922"
"14085";"29,8748";"6,15278";"0,077198";"132,534";"233,047";"3,679";"14,8069"
"14086";"56,3493";"0,987153";"3,16258";"184,755";"130,046";"5,51494";"5,49417"
"14087";"100,317";"1,80884";"2,09214";"337,451";"261,9";"9,87217";"6,37698"
"14088";"53,6202";"6,98384";"2,51027";"456,707";"333,827";"5,19667";"9,52992"
"14089";"54,1517";"15,2807";"3,61143";"96,0092";"238,517";"5,19472";"7,26783"
"14090";"91,3368";"6,46281";"0,688713";"314,617";"264,643";"4,4721";"6,71877"
"14091";"32,6227";"5,73561";"2,17074";"219,505";"311,08";"6,06023";"40,3029"
"14092";"57,8722";"1,81545";"2,9149";"132,581";"149,343";"7,75383";"45,6559"
"14093";"64,8145";"6,60404";"1,25346";"492,915";"320,63";"7,97061";"5,74957"
"14094";"95,8473";"8,35993";"4,33752";"291,704";"2,13285";"2,49935";"21,2956"
"14095";"47,0032";"1,52803";"0,4692";"186,7";"319,844";"0,972581";"16,6145"
"14096";"15,5316";"16,7074";"5,62042";"110";"181,85";"8,24703";"29,4061"
"14097";"85,7529";"13,7302";"1,5005";"445,25";"392,394";"6,46659";"12,3605"
"14098";"92,4694";"11,2259";"1,23244";"120,899";"136,893";"5,0828";"5,83522"
"14099";"7,43247";"1,21555";"3,18511";"31,2172";"69,7374";"9,03835";"39,6634"
"14100";"8,41759";"16,7804";"2,77508";"291,611";"67,5658";"1,60611";"9,74285"
"14101";"81,8714";"8,24601";"5,97136";"60,1269";"228,8";"7,16389";"15,9779"
"14102";"42,8966";"9,1978";"2,55906";"423,238";"229,468";"8,90231";"20,1232"
"14103";"1,29599";"16,448";"0,7895";"172,205";"334,663";"9,13061";"38,493"
"14104";"74,2243";"5,25431";"0,621458";"251,415";"131,539";"3,11125";"12,3542"
"14105";"77,9394";"4,90196";"3,97246";"13,0156";"240,346";"3,33433";"19,6166"
"14106";"55,9061";"4,04342";"4,68203";"394,456";"162,343";"1,05466";"8,79162"
"14107";"3,96757";"11,7717";"5,09916";"322,455";"225,219";"3,559";"49,3127"
"14108";"30,7482";"12,8678";"3,69968";"98,1774";"196,315";"5,95991";"40,3403"
"14109";"33,3498";"15,434";"5,5442";"78,8787";"306,529";"8,36016";"43,998"
"14110";"26,4387";"13,559";"3,51296";"159,403";"288,861";"1,30437";"41,6143"
"14111";"74,0691";"12,2101";"2,17703";"375,684";"391,776";"1,49709";"33,0035"
"14112";"35,8269";"10,1598";"3,66358";"273,012";"281,24";"9,1326";"8,47391"
"14113";"16,6801";"9,87816";"2,27892";"457,973";"390,07";"9,24796";"20,5597"
"14114";"4,28755";"1,21667";"4,65139";"232,027";"11,7591";"2,00808";"27,1107"
"14115";"76,9081";"7,70606";"1,07189";"59,745";"200,003";"3,8143";"38,3842"
"14116";"39,6894";"6,89863";"5,97585";"263,814";"128,047";"9,55429";"14,2381"
"14117";"77,1393";"5,96365";"4,96412";"95,3349";"115,604";"1,4164";"31,6675"
"14118";"27,7818";"14,163";"1,17321";"61,0823";"144,842";"0,528702";"25,6967"
"14119";"16,9938";"12,4542";"1,54253";"60,1971";"371,703";"1,33744";"47,7009"
"14120";"94,485";"4,63651";"5,39068";"469,34";"191,49";"9,53934";"19,6363"
"14121";"63,6654";"8,7331";"5,84045";"124,466";"359,651";"9,36815";"32,9011"
"14122";"97,5154";"4,39281";"1,21249";"380,026";"394,281";"7,14568";"25,3599"
"14123";"16,7317";"17,1722";"1,34556";"269,484";"203,222";"6,89403";"42,5702"
"14124";"12,5339";"17,5338";"3,04121";"174,995";"212,764";"8,62982";"48,1614"
"14125";"27,2777";"14,0226";"1,11571";"309,402";"150,288";"8,76105";"15,104"
"14126";"21,1083";"5,80967";"0,030405";"476,017";"301,654";"1,21771";"8,40913"
"14127";"67,4642";"0,261479";"0,386984";"203,472";"126,45";"3,07668";"29,1444"
"14128";"77,0721";"14,1585";"1,58153";"270,236";"368,657";"4,47182";"29,7074"
"14129";"80,2129";"10,9222";"3,93988";"355,545";"32,4672";"4,48966";"6,21253"
"14130";"83,2627";"11,3552";"3,0194";"393,169";"378,799";"0,267306";"46,5034"
"14131";"39,16";"16,1991";"4,56099";"489,945";"266,067";"5,81992";"36,3388"
"14132";"37,0967";"9,45502";"3,82513";"166,873";"83,5284";"7,59848";"35,8264"
"14133";"30,9987";"16,2215";"1,71412";"36,3835";"102,891";"5,22068";"2,96213"
"14134";"4,93019";"6,30992";"4,84979";"263,315";"329,314";"2,04819";"6,21478"
"14135";"105,182";"8,43377";"3,91875";"397,813";"84,9792";"1,88812";"12,8104"
"14136";"11,6431";"4,52239";"3,06124";"396,467";"398,456";"2,45155";"42,7417"
"14137";"24,2685";"6,82687";"0,592029";"264,427";"127,494";"3,05441";"30,4974"
"14138";"18,2208";"0,028254";"2,86277";"227,033";"333,598";"9,13204";"22,4274"
"14139";"38,6332";"9,19485";"1,90187";"267,06";"256,863";"6,62642";"24,8687"
"14140";"90,1479";"5,18536";"3,572";"134,668";"69,483";"6,42607";"48,7024"
"14141";"72,2948";"9,64769";"5,26224";"371,901";"6,36049";"3,61874";"46,5551"
"14142";"109,921";"10,7113";"4,90735";"60,7998";"256,253";"8,39652";"9,98298"
"14143";"49,6158";"3,98148";"1,22547";"14,0614";"135,029";"2,21299";"26,7273"
"14144";"50,41";"11,1109";"2,74544";"395,163";"46,2555";"0,555496";"14,6915"
"14145";"20,0681";"2,73451";"5,74299";"321,451";"89,0081";"8,88775";"32,5155"
"14146";"19,5692";"12,6232";"5,98883";"419,414";"162,386";"9,79941";"43,2324"
"14147";"9,42949";"8,6091";"1,40034";"424,296";"75";"7,04468";"3,11742"
"14148";"7,39143";"12,7028";"5,45604";"205,355";"110,162";"6,96842";"32,9726"
"14149";"96,4583";"17,6452";"0,179301";"328,886";"96,4905";"8,58005";"44,9812"
"14150";"70,3388";"14,1468";"3,03582";"415,393";"230,563";"0,75932";"15,5005"
"14151";"29,5411";"5,10585";"0,472342";"70,2142";"369,363";"0,85384";"25,2608"
"14152";"11,8868";"12,0778";"4,81421";"489,9";"345,199";"2,29676";"0,943788"
"14153";"36,4691";"14,4194";"0,171221";"282,488";"181,58";"2,39524";"19,8548"
"14154";"56,9376";"11,731";"1,94638";"109,921";"43,8521";"0,603598";"3,53132"
"14155";"55,9273";"12,1334";"0,611583";"108,789";"208,804";"8,24371";"9,00177"
"14156";"10,4282";"3,83263";"3,50534";"117,432";"39,276";"0,283703";"44,0905"
"14157";"89,9801";"3,93907";"2,52393";"191,321";"82,3458";"7,64063";"19,8971"
"14158";"80,5372";"17,9737";"3,05028";"428,207";"26,6692";"3,63262";"3,09185"
"14159";"106,103";"14,7829";"0,73231";"203,983";"313,611";"1,95426";"12,4151"
"14160";"109,919";"15,7016";"0,818367";"305,39";"94,7161";"0,353473";"23,1252"
"14161";"51,3033";"11,1441";"4,49343";"437,755";"81,5865";"4,23765";"48,9263"
"14162";"21,4697";"16,9065";"4,40824";"25,412";"273,595";"7,18941";"49,4854"
"14163";"29,2734";"5,59626";"1,42754";"455,524";"228,251";"3,07664";"48,5243"
"14164";"5,01349";"17,8228";"3,13712";"167,16";"192,825";"0,018562";"18,9017"
"14165";"56,1007";"6,07861";"2,84773";"473,353";"75,4844";"3,34021";"9,35046"
"14166";"62,7819";"9,83586";"5,24485";"133,27";"267,341";"4,36125";"33,8688"
"14167";"65,3859";"9,15391";"3,94085";"357,206";"40,1686";"1,42957";"15,8423"
"14168";"4,03968";"9,80233";"3,52306";"303,509";"106,079";"4,94775";"15,201"
"14169";"93,5643";"0,488352";"2,2413";"195,455";"194,156";"9,54466";"47,2779"
"14170";"91,516";"8,03488";"3,42309";"21,5498";"292,905";"0,731575";"7,8434"
"14171";"58,9941";"8,25344";"1,81509";"37,8738";"108,508";"1,88243";"31,0582"
"14172";"101,6";"4,56755";"2,98094";"339,684";"5,9385";"9,6345";"31,5418"
"14173";"32,3018";"12,0201";"5,29485";"43,5197";"256,376";"0,43413";"4,28372"
"14174";"38,1383";"2,46813";"4,50125";"274,865";"387,85";"8,37315";"10,5536"
"14175";"95,1294";"8,47158";"1,13108";"339,357";"173,602";"5,08379";"47,1029"
"14176";"97,1219";"2,26421";"2,94779";"90,0614";"295,755";"7,55982";"10,1524"
"14177";"76,6076";"15,4998";"1,16098";"61,0334";"26,2892";"5,52904";"34,4863"
"14178";"62,4388";"1,11409";"0,660934";"480,995";"333,38";"2,02571";"24,6133"
"14179";"86,0286";"14,229";"1,40991";"210,144";"244,226";"9,0864";"41,6724"
"14180";"85,7017";"16,0549";"0,857448";"68,15";"71,4306";"6,20316";"18,4082"
"14181";"36,4411";"12,4422";"4,66659";"430,043";"371,64";"1,21907";"31,1755"
"14182";"23,0643";"7,3241";"5,59123";"329,522";"346,529";"3,23576";"26,4574"
